"","Score","Label","NMDS1","NMDS2"
"1","sites","1",-0.0526537451101233,-0.537503191560097
"2","sites","2",0.471732001616399,0.0177714882277286
"3","sites","3",0.220402975079114,0.0303861878426644
"4","sites","4",0.0342862833707633,0.129768868142246
"5","sites","5",-0.179450899330898,0.391568610126535
"6","sites","6",0.772995697112178,0.310051352115908
"7","sites","7",-0.0501849724389766,0.106810646353198
"8","sites","8",0.080940056333004,0.132338565221885
"9","sites","9",-0.407258416414932,-0.341920033324726
"10","sites","10",0.39403308179437,-0.177731968805734
"11","sites","11",-0.279126630917101,0.30534236141097
"12","sites","12",-0.152770274444488,0.242780731869168
"13","sites","13",-0.227377323608082,0.235395572856835
"14","sites","14",-0.118672232452737,0.0308310996200243
"15","sites","15",0.0865179098666979,-0.0560309605525895
"16","sites","16",-0.109030270916706,0.0161489106802231
"17","sites","17",0.27621596707477,-0.0556146529576126
"18","sites","18",-0.186285266425415,0.0301762218247726
"19","sites","19",-0.28027894906889,0.300304970053438
"20","sites","20",0.442757960894518,0.40041047812941
"21","sites","21",-0.190770077452847,0.0242168034463066
"22","sites","22",0.457746767745193,0.139763689150356
"23","sites","23",0.314731388735685,0.194095409863837
"24","sites","24",-0.496127752456447,0.0395690087313296
"25","sites","25",0.460999287542358,-0.135249315727975
"26","sites","26",-0.200964899866966,-0.19287048970225
"27","sites","27",-0.162354909224491,0.134469961109079
"28","sites","28",-0.343028231743004,-0.121512842994022
"29","sites","29",0.226043700778949,0.00865935101686956
"30","sites","30",-0.0544678263931039,-0.0131407876228064
"31","sites","31",-0.274516386206554,0.315815461017882
"32","sites","32",-0.114446766690402,0.20733179925828
"33","sites","33",-0.156242357597966,0.0702398537392732
"34","sites","34",-0.217296206735256,0.0747114678971921
"35","sites","35",-0.491175335361007,-0.122664480591766
"36","sites","36",0.353972751817435,0.306575826505694
"37","sites","37",-0.0881543431222771,-0.523279582315099
"38","sites","38",-0.022030346970579,0.0349304547914185
"39","sites","39",-0.0749413740809595,-0.108759166635101
"40","sites","40",-0.138870273160498,0.0403735414133654
"41","sites","41",-0.0729631843533608,-0.396177151128784
"42","sites","42",0.338504213757699,-0.0142462147256045
"43","sites","43",0.131633865466105,-0.0952306771245541
"44","sites","44",-0.0717950196781048,0.158419177357653
"45","sites","45",0.0746646804904254,0.0793995880143948
"46","sites","46",0.0255962980545088,0.347879445153894
"47","sites","48",0.258289197013793,-0.487142172800221
"48","sites","49",-0.109787364657301,-0.533799664164265
"49","sites","50",0.340475907952155,-0.140706905000912
"50","sites","51",-0.314552350009089,-0.230171113067603
"51","sites","52",-0.107528498791181,-0.0635262207281294
"52","sites","53",-0.480114152852391,0.297516891644961
"53","sites","54",0.137229367297179,-0.0266813819148503
"54","sites","55",0.147980769075963,0.898409149988274
"55","sites","56",-0.0789333237965476,-0.0678391804090385
"56","sites","57",0.00248322829360476,-0.389167140104054
"57","sites","58",0.494853217092095,0.530082839140377
"58","sites","59",-0.0152611741669849,0.288428598811511
"59","sites","60",0.0158504732391361,-0.550735508325663
"60","sites","61",-0.171601807663224,-0.161266290483541
"61","sites","62",0.0883192239822274,0.135129261608699
"62","sites","63",-0.170659265530051,-0.241277580565877
"63","sites","64",0.113180708012443,0.11074466742859
"64","sites","65",0.0767284542038282,-0.375650484041937
"65","sites","66",-0.0513166196268226,-0.191627326806039
"66","sites","67",0.477287970296433,-0.200035296820664
"67","sites","68",-0.403761348886382,0.257306006689338
"68","sites","69",0.339907668845202,0.24649124059483
"69","sites","70",0.377834762460851,-0.464841848513791
"70","sites","71",-0.0127910163488739,0.0102888902597991
"71","sites","72",-0.0152220534213119,-0.27381728224408
"72","sites","73",0.175725424757915,-0.170196669501155
"73","sites","74",0.369075337346802,-0.313580774514129
"74","sites","75",0.0382594242472077,-0.0864619328026301
"75","sites","76",0.377955427307175,0.114500610973742
"76","sites","77",-0.164199524342122,0.499648587326
"77","sites","78",-0.195742465166902,0.051397269414895
"78","sites","79",-0.0345061106219426,-0.115832786899515
"79","sites","80",-0.132025065351984,-0.0630800097793409
"80","sites","81",-1.10194526431482,0.241188398922205
"81","sites","82",0.184649246948607,0.211309398214194
"82","sites","83",0.409452314823537,-0.244025766208178
"83","sites","84",-0.329827592408698,0.349374201631299
"84","sites","85",0.398918232254476,-0.0363665830229553
"85","sites","86",-0.0605023499956509,-0.05960024897538
"86","sites","87",0.106042206295466,0.492621248153229
"87","sites","88",-0.451667381341797,0.195246936050742
"88","sites","89",-0.0741111668325811,0.0557096887647137
"89","sites","90",-0.477149997676683,-0.307960000115136
"90","sites","91",-0.0160978519027667,0.307148418498302
"91","sites","92",0.0248199896070957,0.426361954948354
"92","sites","93",-0.0560350027971264,-0.237680369002936
"93","sites","94",0.235902527338719,0.249487383598008
"94","sites","95",-0.00144899900211046,-0.399460568254381
"95","sites","96",-0.219819942116085,0.247071581325992
"96","sites","97",-0.324869436457364,0.214740256815441
"97","sites","98",0.199828375420334,-0.300204171880992
"98","sites","99",-0.143901283380659,-0.182104467125605
"99","sites","100",0.323159932120769,0.156793834299551
"100","sites","101",-0.109067853041224,0.305207117018715
"101","sites","102",-0.26012726829218,-0.0774058467614669
"102","sites","103",-0.0287251197211319,0.321207864578325
"103","sites","104",-0.118818133007922,0.0155759759698267
"104","sites","105",0.19498266416541,0.507766736148695
"105","sites","106",-0.0928117215049653,-0.244203192643341
"106","sites","107",-0.261807186668884,-0.0419595297125512
"107","sites","108",-0.155560347979412,-0.424674118343545
"108","sites","109",0.270027161264242,0.0702559588695899
"109","sites","110",0.215610265653094,0.283310593983573
"110","sites","111",-0.284780596819556,0.18230065513633
"111","sites","112",0.182107603141175,-0.145024269549249
"112","sites","113",-0.0685740690706428,-0.0647325906667972
"113","sites","114",0.253627763209442,0.106017243703342
"114","sites","115",0.00288621533562781,-0.116732964913839
"115","sites","116",-0.00138875218874114,-0.776918908571654
"116","sites","117",-0.132417171549239,-0.666875764834951
"117","sites","118",-0.0566871620679545,-0.26867503457255
"118","sites","119",-0.130385076134493,0.0456289974025267
"119","sites","120",0.151931230397808,-0.585417426466804
"120","sites","121",-0.24308107562587,-0.0746774136750968
"121","sites","122",-0.458406876057933,0.252564780975458
"122","sites","123",-0.291910151782797,-0.0716455730275969
"123","sites","124",0.0107905299604068,-0.305127421955676
"124","sites","125",-1.20151532648333,0.128405663272424
"125","sites","126",0.1284863978508,0.277544179816271
"126","sites","127",-0.428254547411646,0.0288648205351225
"127","sites","128",-0.00592645957079775,-0.126464180453258
"128","sites","129",0.0296949607878133,-0.242897162225154
"129","sites","130",-0.0787287702763925,0.032117473920483
"130","sites","131",-0.107737554323359,-0.172735966414225
"131","sites","132",-0.141032941447009,-0.203600940249758
"132","sites","133",0.22107780711361,0.2231506808727
"133","sites","134",-0.00848899183821657,-0.498202100233254
"134","sites","135",0.343200279048238,0.172532967559236
"135","sites","136",0.133117049230103,-0.316554651170108
"136","sites","137",-0.180269531794556,0.141427928252309
"137","sites","138",0.164699047540894,-0.433241851267433
"138","sites","139",-0.216214208395413,-0.23990339670502
"139","sites","140",-0.0193087386200744,0.0145469243756313
"140","sites","141",0.191091628973602,-0.0665852074759739
"141","sites","142",-1.46093356205461,0.337451656589929
"142","sites","143",-0.0211604189406644,-0.451529164015388
"143","sites","144",0.00681514033003106,0.0824714172721536
"144","sites","145",0.269592810732591,-0.249183733086979
"145","sites","146",0.33902572272534,0.408095987073392
"146","sites","147",0.346423942216423,-0.144758147340285
"147","sites","148",-0.0184897659417145,-0.135914563290391
"148","sites","149",0.250370692019382,-0.376573140277312
"149","sites","150",0.305254037036589,-0.233826625011809
"150","sites","151",0.297941597250176,-0.200025342066536
"151","sites","152",-0.0710222191183025,0.0893387632844821
"152","sites","153",0.0936865277335143,-0.153692288143208
"153","sites","154",-0.24932679873293,-0.476058508753916
"154","sites","155",0.0268546901817207,-0.0597957102253137
"155","sites","156",0.0331449825334608,-0.306566067011964
"156","sites","157",0.452943962461574,0.12733766410919
"157","sites","158",-0.257501972232594,-0.362383492653151
"158","sites","159",-0.00415451882955941,-0.229223370715213
"159","sites","160",0.262506357966812,-0.0727291809709908
"160","sites","161",0.175394393693843,-0.0186660745904108
"161","sites","162",-0.226229553979249,0.0702837838312369
"162","sites","165",0.0698284841282573,0.226933251064275
"163","sites","167",0.0342160087012885,0.0943789515317624
"164","sites","168",-0.138116779071683,0.359111077978958
"165","sites","169",0.00226789692370692,0.166697346014916
"166","sites","170",0.106366562916561,-0.0922083285495983
"167","sites","173",0.434289797506351,0.080181916593
"168","sites","174",0.137599826028798,-0.147159224509957
"169","sites","175",0.128518665258765,0.0719848379618492
"170","sites","176",0.0823378993359338,0.249065109345274
"171","sites","177",-0.0887827183622309,-0.320832715703296
"172","sites","179",-0.634867033959827,-0.199760344013618
"173","sites","180",-0.121792698070017,-0.129448287737589
"174","sites","181",0.148752287003967,0.510336569248507
"175","sites","182",-0.461977173910167,-0.108500386161482
"176","sites","183",-0.0615703557826422,-0.177728076191965
"177","sites","184",0.04453411083414,-0.122890783725202
"178","sites","185",0.0922386454433594,-0.201811911407364
"179","sites","188",0.433275994101843,0.0369487727914689
"180","sites","189",-0.502940984463395,0.347685640012447
"181","sites","190",-0.208813243708286,0.371587541487635
"182","sites","191",0.352063045656022,-0.0492128741144905
"183","sites","192",-0.0127117905477894,0.222898415166852
"184","sites","193",0.423256112760252,-0.0451983026920824
"185","sites","194",-0.166031157149727,0.260112723546109
"186","sites","195",-0.0174737367068319,0.408241989571593
"187","sites","196",-0.252051049631191,0.163234111693537
"188","sites","197",0.31223386082021,0.437599541016507
"189","sites","198",-0.10926251461896,-0.282537405203362
"190","sites","199",0.0259995131540573,-0.585178090041015
"191","sites","200",0.457892659117412,0.473393007220633
"192","sites","201",0.139899686348422,0.0268438547479324
"193","sites","202",0.204593158588889,0.0503712282696561
"194","sites","203",0.0447172888891868,0.076675115911428
"195","sites","204",-0.232207885233656,-0.0176821110079882
"196","sites","205",0.258180541529723,0.0101177142875494
"197","sites","206",0.0132882088003047,0.215881394565483
"198","sites","207",-0.611360182763088,-0.225835024607349
"199","sites","208",0.18768403207561,0.143532950332868
"200","sites","209",0.194027838638861,0.0766070743314494
"201","sites","210",0.0230387439828236,0.393498630500794
"202","sites","211",0.327843661986677,-0.174039324587919
"203","sites","212",0.536393879761287,0.117932430062086
"204","sites","213",-0.0498532668882969,-0.399287747013818
"205","sites","214",-0.052085495671695,0.663171778476543
"206","sites","215",0.0774888240977048,-0.179593882622041
"207","sites","216",-0.0627272021078842,-0.324586699857675
"208","sites","217",-0.0345570398757545,-0.456643831651323
"209","sites","218",0.235326175850135,0.0264875026737436
"210","sites","219",0.13801956859985,0.413860583921519
"211","sites","220",-0.426820974976295,0.104420551174914
"212","sites","221",-0.428994948143993,-0.0614524704704055
"213","sites","222",-0.318873409988499,-0.598139520106923
"214","sites","223",-0.0555415405400088,0.20023969811075
"215","sites","224",0.1003401196627,0.123739370287283
"216","sites","225",-0.0981714462171126,-0.238053642074392
"217","sites","226",0.0771161038799425,0.317222086471748
"218","sites","227",-0.0472457029148794,0.0724711810147543
"219","sites","228",-0.0728192713184687,-0.148270379034273
"220","sites","229",-0.366610986086354,0.179721230905036
"221","sites","230",-0.127563826688904,0.403626891751089
"222","sites","231",-0.30308417014134,-0.269974399562823
"223","sites","232",0.276608441266315,-0.0255048574238854
"224","sites","233",0.353124898645821,0.0661599033493004
"225","sites","234",0.0528962087741585,0.151476023367075
"226","sites","235",-0.492748768284172,-0.20280236308715
"227","sites","236",0.377705804502517,-0.238149089549706
"228","sites","237",-0.0922532600321008,-0.427887340499956
"229","sites","238",-0.0597064890479434,0.147744321247296
"230","sites","239",0.125338152626488,-0.0760951383740475
"231","sites","240",-0.260027652994313,-0.174568744141281
"232","sites","241",0.0880616575106561,-0.0805898806545393
"233","sites","242",-0.0388062238480852,0.136737238758967
"234","sites","243",0.252756688948413,0.151788609205801
"235","sites","244",-0.00329644735684656,-0.304361089955523
"236","sites","245",-0.0645499903553449,0.0967623370159964
"237","sites","246",0.256596578904829,0.0692701780320199
"238","sites","247",-0.142699921373389,-0.347315619175083
"239","sites","248",0.0211835744806291,-0.224315189067359
"240","sites","249",-0.0431413557922107,-0.429904664704115
"241","sites","250",-0.334956531668481,0.0178774981952054
"242","sites","251",-0.00566508248968646,-0.287605516085179
"243","sites","252",0.0814201917051398,-0.102697985342939
"244","sites","254",-0.100233777167027,0.192709168844816
"245","sites","255",0.0246076853126484,0.134713770640383
"246","sites","256",-0.134422689205337,-0.29091948808634
"247","sites","257",0.109220391532856,0.569234148480367
"248","sites","258",-0.430915666976028,0.122153657049406
"249","sites","259",0.33969105507173,-0.266202464495878
"250","sites","260",-0.188325519300112,-0.349779580901814
"251","sites","261",0.521762254805947,-0.0352956323046364
"252","sites","264",0.112242132587281,-0.143006797347706
"253","sites","265",0.204181648699304,0.503952405705189
"254","sites","266",-0.28422817334704,-0.0873166687635537
"255","sites","267",0.129169402736017,0.183210001463493
"256","sites","268",-0.356117522642784,-0.110405947134404
"257","sites","269",-0.0213766232735556,0.504910121721356
"258","sites","270",-0.0561745936139327,0.0383247010128681
"259","sites","271",0.420331774896975,0.0291052382813622
"260","sites","272",-0.240201418720553,-0.316417626249832
"261","sites","273",0.0909212695244679,-0.0936868110505811
