"colSums(trait_3 %>% select(2:190), na.rm = FALSE)/nrow(trait_3)"
4.01445331656469e-08
7.02953108981749e-07
0
2.44236016695901e-07
0
0
8.2674891887089e-07
0
2.39338416351442e-07
0
0
3.49628535621266e-07
8.02890663312939e-08
9.34416445599361e-07
1.85681585256659e-07
6.30779144450361e-08
2.14773681610813e-06
1.48299855318242e-06
1.3645416323869e-06
5.97948537492678e-07
0
1.38843497770536e-07
1.40987780375557e-07
3.12597934670575e-07
3.76127064749522e-08
3.76127064749522e-08
7.77572396405991e-08
6.05460877543413e-08
0
4.01445331656469e-08
1.79206037717723e-07
4.01445331656469e-08
1.3278400271893e-07
3.12015829146314e-07
3.79368102378476e-07
0
2.73423454465483e-07
1.17901772806246e-07
2.73416252087444e-07
1.9312718575615e-07
0
1.02183963548133e-06
1.02363518610673e-06
3.09484002455619e-07
7.7702151326117e-07
1.97234243570826e-06
9.80375421734004e-07
6.91383775647755e-06
3.76127064749522e-08
0
1.29836123540905e-07
0
7.77572396405991e-08
5.85544314392422e-08
1.42009383730101e-07
1.08894398576615e-07
1.03400862610266e-07
7.32337566348052e-08
0
0
0
0
0
0
0
0
0
0
0
0
3.12597934670575e-07
0
4.01445331656469e-08
0
0
3.11371589360159e-08
0
2.04091483530254e-07
2.89664553391186e-07
1.45537052091012e-07
7.77572396405991e-08
1.26334243889655e-07
2.34840695029976e-07
0
3.11371589360159e-08
0
1.65134606756082e-07
0
0
0
0
1.41013569085218e-07
1.04370915570821e-07
0
0
0
7.77572396405991e-08
0
3.76127064749522e-08
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2.29333812793891e-08
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
7.57655833255e-08
7.57655833255e-08
7.57655833255e-08
0
7.57655833255e-08
0
0
0
0
0
0
0
0
0
0
0
0
3.72340022501292e-07
5.77427347701762e-07
1.16360611936174e-06
4.91390263267676e-07
1.16360611936174e-06
4.91390263267676e-07
0
0
2.38368363390887e-07
2.0172570987649e-07
4.02315313755494e-07
3.76127064749522e-08
7.16035524325926e-07
2.78512896556534e-07
5.77427347701762e-07
3.76127064749522e-08
0
4.91390263267676e-07
3.76127064749522e-08
3.76127064749522e-08
3.12597934670575e-07
9.86989646048891e-08
1.40835154085635e-07
7.22550663646819e-07
3.76127064749522e-08
3.76127064749522e-08
0
1.15369946115551e-07
1.00690620919988e-07
