"colSums(trait_2.1 %>% select(2:190), na.rm = FALSE)/nrow(trait_2.1)"
9.61864777893544e-08
5.67514574842872e-07
5.19986373484772e-08
3.55262101967304e-07
1.05592594821271e-07
1.34008609309315e-07
1.40494799372973e-06
1.06676589983045e-07
7.05704651872154e-07
8.3106724122316e-08
1.03441537626352e-07
7.42418984027011e-07
2.14056117970299e-07
1.26366280181869e-06
3.60174575192981e-07
2.20957289321528e-07
3.40583522328864e-06
1.98029542747822e-06
2.40705768105036e-06
6.59778812700971e-07
5.22721686611939e-08
1.85996530742366e-07
1.71813077261494e-07
3.10792842622469e-07
2.93870420501836e-08
2.93870420501836e-08
1.63614776144747e-07
9.48389674256596e-08
0
3.16502587633422e-07
2.23513651993185e-07
6.60069629749725e-08
4.91696455688188e-08
5.71117379443678e-07
5.19493819164301e-07
0
4.5108843375507e-07
2.58448417094225e-07
4.50696519652111e-07
8.90825176991509e-07
9.82315176594312e-08
1.22718608257264e-06
1.1213208522511e-06
4.91105531855829e-07
9.99675802783345e-07
2.21664813491444e-06
1.04226664211132e-06
7.91499470065095e-06
1.99079385254007e-08
4.2405550578982e-08
1.63416699126318e-07
0
1.2044192941776e-07
7.4797810805116e-08
9.74794229177356e-08
2.42288864077802e-07
0
3.05334033001512e-08
7.14188315267263e-08
0
0
0
0
0
0
0
0
4.1546124665789e-08
0
1.94201941782491e-08
2.6058489744619e-07
7.0278013538759e-08
3.81933494886102e-08
0
0
1.71591174917654e-08
0
2.57376643332041e-07
3.26913232998715e-07
2.6610722012243e-07
1.46722960353998e-07
5.11710985915048e-08
1.19588239703646e-07
0
4.6232880310954e-08
3.05334033001512e-08
2.42110064241352e-07
0
0
0
0
1.64179410399139e-07
8.15054050840536e-08
9.96684787193446e-09
9.96684787193446e-09
0
6.99345224966671e-08
1.33569117191748e-07
2.98747863973351e-08
4.99535974784003e-08
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4.99535974784003e-08
3.75185995448981e-08
0
0
2.40451332278049e-08
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
5.90484315897682e-08
5.90484315897682e-08
5.90484315897682e-08
0
5.90484315897682e-08
0
0
0
0
0
0
0
0
0
0
0
0
3.70245056693365e-07
6.70414465611623e-07
1.13289048398801e-06
5.58536816296555e-07
1.13289048398801e-06
5.58536816296555e-07
1.3595244894526e-07
0
3.90526621848896e-07
1.32690601875201e-07
4.00807497399757e-07
0
7.10252623345831e-07
3.34679979549911e-07
6.70414465611623e-07
9.96684787193446e-09
0
5.58536816296555e-07
1.52369631173085e-07
1.22554203914633e-07
3.24492994014381e-07
1.47349756289557e-07
4.6298105118177e-07
6.747438814324e-07
1.22554203914633e-07
1.22554203914633e-07
0
1.44221237354761e-07
9.82315176594312e-08
