"colSums(trait_4 %>% select(2:190), na.rm = FALSE)/nrow(trait_4)"
0
7.38387745126272e-07
0
3.69193872563136e-07
0
0
7.38387745126272e-07
0
3.69193872563136e-07
0
0
0
0
3.69193872563136e-07
0
0
2.58435710794195e-06
2.58435710794195e-06
1.47677549025254e-06
7.38387745126272e-07
0
3.69193872563136e-07
0
3.69193872563136e-07
0
0
0
0
0
0
0
0
0
7.38387745126272e-07
7.38387745126272e-07
0
3.69193872563136e-07
0
0
0
0
1.10758161768941e-06
1.10758161768941e-06
3.69193872563136e-07
7.38387745126272e-07
2.58435710794195e-06
1.47677549025254e-06
7.01468357869958e-06
0
0
0
0
0
3.69193872563136e-07
0
0
3.69193872563136e-07
3.69193872563136e-07
0
0
0
0
0
0
0
0
0
0
0
0
3.69193872563136e-07
0
0
0
0
0
0
3.69193872563136e-07
3.69193872563136e-07
0
0
3.69193872563136e-07
3.69193872563136e-07
0
0
0
0
0
0
0
0
3.69193872563136e-07
3.69193872563136e-07
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.69193872563136e-07
7.38387745126272e-07
1.47677549025254e-06
7.38387745126272e-07
1.47677549025254e-06
7.38387745126272e-07
0
0
3.69193872563136e-07
3.69193872563136e-07
7.38387745126272e-07
0
1.10758161768941e-06
3.69193872563136e-07
7.38387745126272e-07
0
0
7.38387745126272e-07
0
0
3.69193872563136e-07
0
0
7.38387745126272e-07
0
0
0
0
0
