"colSums(trait_2N %>% select(2:190), na.rm = FALSE)/nrow(trait_2N)"
7.95144122735455e-08
5.53491996598362e-07
1.61713484614442e-08
2.71499028830403e-07
0
3.24656283138372e-08
1.02233831429768e-06
1.6911270630286e-08
2.15592283498248e-07
3.02167442706309e-08
3.58109520100361e-08
3.08442880388361e-07
1.16836157736157e-07
8.44313894182089e-07
1.91214906251415e-07
1.10086215927955e-07
2.06689732389112e-06
1.30823748407012e-06
1.52696511402041e-06
5.44599867503451e-07
1.22752085958553e-08
1.49510316368324e-07
1.71094762405116e-07
2.51574507513947e-07
5.17518452537571e-08
5.17518452537571e-08
7.85730551277236e-08
4.84508242497945e-08
0
8.36342878410712e-08
1.46754352054088e-07
8.07561985941039e-08
3.51918454659614e-08
3.81947563567052e-07
2.02574588289029e-07
1.78446507954783e-08
1.81656318732192e-07
1.7729390736485e-07
2.13213312981441e-07
4.50778577445666e-07
2.55010774472059e-08
1.06391061338931e-06
8.48112541119764e-07
4.39798893053203e-07
8.31948924779329e-07
2.19135087843451e-06
9.09578301660995e-07
6.80873796047229e-06
4.98059772707438e-08
3.84202388292303e-08
1.51594099656315e-07
0
1.17466275555997e-07
1.48428879523578e-08
1.37983104587852e-07
1.38614513669592e-07
5.19154755407422e-08
2.29131410001669e-08
2.63870435440653e-08
0
5.59420773940516e-09
0
0
0
0
0
0
6.55721512305108e-08
0
2.22538399818964e-08
3.25578887545119e-07
8.35451250989247e-09
1.00897711855872e-07
0
0
3.74899284516162e-08
0
1.77930558599288e-07
2.49173023097421e-07
2.51385949739773e-07
1.00012546304685e-07
4.93197992941528e-08
1.83637151041364e-07
0
0
9.18833298555493e-09
1.5086875138293e-07
0
0
0
0
1.75692284859868e-07
1.64954283240583e-07
1.25756343520449e-08
0
1.31474214844529e-08
8.78181961666149e-08
1.00018002806724e-07
9.84397307257028e-08
9.18833298555493e-09
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
8.23018728058048e-09
0
0
0
0
0
0
0
0
0
0
6.75624218674372e-09
0
0
0
0
0
0
6.75624218674372e-09
1.0137840232659e-07
1.0137840232659e-07
8.21380693778184e-08
2.59767194562096e-09
8.21380693778184e-08
2.59767194562096e-09
2.59767194562096e-09
0
2.59767194562096e-09
6.75624218674372e-09
0
9.35391413236468e-09
0
0
0
0
0
2.99879079297801e-07
6.45400808586766e-07
1.00743409680921e-06
4.43953095647846e-07
1.00743409680921e-06
4.43953095647846e-07
7.00589042789577e-08
3.3946163033742e-08
2.31103014779733e-07
2.64758053539909e-07
3.12242409886521e-07
3.1014236413802e-08
4.32715111479028e-07
3.12435362086415e-07
6.45400808586766e-07
1.00944178952978e-08
0
4.43953095647846e-07
1.13930191116271e-07
6.1795627339261e-08
2.36424011211196e-07
4.64447290220189e-08
2.02618722658901e-07
6.25816216994343e-07
6.1795627339261e-08
6.1795627339261e-08
0
2.90756695137034e-08
1.15450117033735e-07
