"colSums(trait_2.2 %>% select(2:190), na.rm = FALSE)/nrow(trait_2.2)"
5.21048214167057e-08
4.28518680971133e-07
6.03053013982389e-08
2.5841989360113e-07
7.0435253302778e-08
1.26206807048954e-08
1.12010376849425e-06
5.51463109139916e-08
4.4000089336889e-07
7.22365997647363e-08
7.89761664370183e-08
5.36684572806671e-07
2.23286576123634e-07
9.069029128324e-07
2.10614523643032e-07
1.11352363003326e-07
2.04424086878774e-06
1.29362482799957e-06
1.94059011780743e-06
4.39590094520791e-07
6.73589465992945e-08
2.15573304674653e-07
1.40854673625367e-07
2.3747995854899e-07
4.89348190751457e-08
6.33177173718309e-08
8.05411631341249e-08
3.34177858267961e-08
0
1.81474558001499e-07
1.7283742796686e-07
1.60181268092816e-07
1.64954602843751e-08
3.9358085866449e-07
2.8675950078573e-07
0
3.06259163233191e-07
1.55403316838994e-07
3.10388340165813e-07
6.26490768168637e-07
4.98130490548099e-08
1.0833927719667e-06
8.65195026972137e-07
4.12819563204347e-07
7.89061649013631e-07
2.15465307594029e-06
8.15497485112154e-07
6.71375779887876e-06
2.65964253156282e-08
3.2853100677634e-08
1.37834761608916e-07
0
1.94181508652202e-07
3.94612741266054e-08
1.81632605520366e-07
1.45497480575942e-07
1.20766713318584e-08
6.73956667228207e-09
4.78211292495583e-08
0
0
0
0
0
0
0
0
5.78653335045104e-08
0
3.02132209197159e-08
3.1692636308799e-07
5.3371046595763e-09
1.01987100179054e-07
7.71487929268999e-09
0
7.00842081384362e-09
0
1.07165106309615e-07
3.13250215674581e-07
2.56618243327562e-07
9.88008609230264e-08
3.11891691278666e-08
1.82578373207249e-07
0
0
6.21307955140074e-09
1.6290607302884e-07
0
0
0
0
1.72872925905156e-07
1.23832697799293e-07
7.24706370719776e-09
0
0
2.14708598827538e-08
1.48793425744357e-07
4.71514943552722e-08
6.73956667228207e-09
0
1.07698156530655e-08
0
0
0
0
0
0
0
0
0
0
0
7.71487929268999e-09
0
0
0
0
0
0
0
0
0
1.75093823253475e-08
1.83634175323292e-08
0
0
2.25813678656501e-08
0
7.71487929268999e-09
0
0
0
0
0
1.07744316702783e-08
0
0
0
0
0
0
0
6.48187720177862e-08
6.48187720177862e-08
5.23980180948519e-08
0
5.23980180948519e-08
0
0
0
2.93399264138215e-09
0
0
0
0
0
0
0
0
2.56417775258275e-07
4.53351354522196e-07
8.93324990049535e-07
3.60327060763708e-07
8.93324990049535e-07
3.60327060763708e-07
1.16973397554136e-07
3.6240506691545e-08
2.803907138973e-07
1.91219887674413e-07
2.11844139211445e-07
7.35166558115323e-08
4.91769956111253e-07
3.47129975969847e-07
4.53351354522196e-07
2.33904963579609e-08
0
3.60327060763708e-07
1.46079913851923e-07
5.52503610935862e-08
2.52006814140819e-07
6.77686745713078e-08
3.11143278111262e-07
5.61483895068442e-07
5.52503610935862e-08
5.52503610935862e-08
0
7.01200524589588e-08
1.95614644986829e-07
