"colSums(trait_1 %>% select(2:190), na.rm = FALSE)/nrow(trait_1)"
8.42267388611427e-08
4.80668288261448e-07
8.25804057672242e-08
2.70180750903054e-07
5.62098568169908e-08
2.93199892436466e-08
1.08857388674666e-06
6.61808345664812e-08
6.91479645925499e-07
1.20932152240897e-07
1.25885969059135e-07
7.35772500841694e-07
1.85194712532741e-07
1.08074631576381e-06
2.71430768231912e-07
1.98642278476221e-07
2.43885665116444e-06
1.88664216248029e-06
1.93932732480714e-06
4.2369103982179e-07
7.82874701769749e-08
2.07972588401549e-07
1.76811382419884e-07
2.71930091956031e-07
4.18719947155666e-08
5.09965848666514e-08
1.19276756879197e-07
4.48996310069816e-08
0
1.89912608060003e-07
2.69640362123467e-07
1.07010783802694e-07
2.78685760033106e-08
5.24065007203299e-07
4.19558260101444e-07
1.19557529491283e-09
2.72172285930435e-07
1.92427922251827e-07
4.07574692193057e-07
8.38881851714486e-07
6.13957799577901e-08
1.13820269299152e-06
9.03827865072768e-07
4.50681392673605e-07
7.64446781595814e-07
2.29011760674539e-06
8.44330370553401e-07
7.27107462163432e-06
3.19954397750201e-08
3.63507006734259e-08
2.0956480722194e-07
0
1.39045797449796e-07
7.23043252385509e-08
1.85140482102427e-07
1.41012161794633e-07
1.75117234809628e-08
4.08135246695003e-08
4.32891743200991e-08
3.08024867953563e-09
6.38204602648717e-09
0
0
0
0
0
0
5.47127028384377e-08
0
2.97566908993209e-08
2.75213403342925e-07
4.59695296073896e-08
1.17205303661989e-07
8.18446528551409e-09
8.48443460052806e-09
1.67442357501281e-08
0
1.9143627436926e-07
3.21473750110714e-07
2.71706593495878e-07
1.20018815361211e-07
5.55926028658709e-08
1.39015135640794e-07
0
1.99146844216492e-08
7.6561123076753e-09
2.20128429720818e-07
0
0
0
0
2.06664848659725e-07
1.53134819888305e-07
7.17104552009746e-09
1.1877590728212e-09
5.54964842649372e-09
7.33296362032247e-08
1.68302444364974e-07
1.08132113093282e-07
9.98239538760068e-09
0
2.00887753114174e-09
0
0
0
0
0
0
0
0
0
0
0
9.79813717872147e-09
0
0
0
0
0
0
0
0
0
1.19912729187424e-08
7.0517457322442e-08
0
9.3074057452702e-10
8.64359060634502e-09
0
9.79813717872147e-09
0
0
0
0
0
1.64336960727826e-08
8.16319073248157e-09
0
0
0
0
0
1.17891578725097e-08
9.57452751974048e-08
9.57452751974048e-08
6.79712395341368e-08
0
6.79712395341368e-08
0
0
0
0
5.94766148346593e-09
0
5.94766148346593e-09
0
0
0
0
0
3.1437004797572e-07
5.94025678435365e-07
1.00427571769002e-06
4.10325408992155e-07
1.00427571769002e-06
4.10325408992155e-07
2.1929045360396e-07
1.72932983128501e-08
3.02796428397787e-07
2.13187277898668e-07
3.1101567181295e-07
1.04108155418378e-07
6.14929093864193e-07
4.54617582663825e-07
5.94025678435365e-07
1.58708132363594e-08
0
4.10325408992155e-07
1.16108739587314e-07
9.1603138154706e-08
2.68424712013826e-07
7.67626244683044e-08
3.94423246431053e-07
6.20927324198424e-07
9.1603138154706e-08
9.1603138154706e-08
2.29533408595655e-09
3.39897657965411e-08
1.72456329914611e-07
