"colSums(trait_2N.1 %>% select(2:190), na.rm = FALSE)/nrow(trait_2N.1)"
0
6.22306304497032e-07
0
1.21900764176182e-07
0
0
6.9471368227762e-07
0
2.36923580968828e-07
0
0
7.18477296300288e-08
0
5.34083956690289e-07
5.73194440097414e-08
2.40169709680934e-08
1.22122569391263e-06
8.86069791489941e-07
1.21683647380308e-06
5.73226288619663e-07
0
1.2916717363977e-07
1.25228834093431e-07
2.98208331625665e-07
0
0
0
2.69822918456492e-08
0
0
2.40169709680934e-08
0
1.01211863125337e-07
2.4848654571156e-07
2.9810144600134e-07
0
3.56018590032896e-07
0
6.02847648872973e-08
0
0
1.02338988276904e-06
1.02531881719244e-06
2.51558752213441e-07
6.49978961194904e-07
1.93596209177762e-06
1.31813340963213e-06
7.46748257955719e-06
0
1.06481437073264e-07
1.2916717363977e-07
0
7.09015013624394e-08
2.69822918456492e-08
1.59022121532568e-07
5.73194440097414e-08
8.12295293535092e-08
0
0
0
0
0
0
0
0
0
0
0
0
0
2.9880603164748e-07
5.73194440097414e-08
0
0
3.75990283207913e-08
3.33024730416481e-08
0
2.4848654571156e-07
3.56018590032896e-07
9.78837932080886e-08
3.75990283207913e-08
9.49184723305327e-08
1.32039829686918e-07
0
0
0
1.99324552648037e-07
0
0
0
0
1.52728730737763e-07
1.08809521220973e-07
0
0
0
0
4.48654377843796e-08
2.69822918456492e-08
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3.75990283207913e-08
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4.51883290631018e-07
4.94204814356453e-07
1.06176247897374e-06
5.22784791993457e-07
1.06176247897374e-06
5.22784791993457e-07
0
0
2.44189990432416e-07
1.86379732025186e-07
3.0675221798889e-07
0
5.9690747764882e-07
2.10887517390768e-07
4.94204814356453e-07
0
0
5.22784791993457e-07
2.40169709680934e-08
0
2.98208331625665e-07
2.69822918456492e-08
1.18095023294528e-07
7.50689322278498e-07
0
0
0
0
0
