"colSums(trait_1.2 %>% select(2:190), na.rm = FALSE)/nrow(trait_1.2)"
9.9257124455877e-08
5.71869184301371e-07
5.19821769415203e-08
2.74767559532158e-07
4.3878240996681e-08
2.68311491838929e-08
1.23333680821969e-06
4.59062035389796e-08
5.28269371460024e-07
6.97113327268077e-08
7.49573786512025e-08
5.42835861551458e-07
1.72086142272029e-07
1.0739089002083e-06
2.85911463393764e-07
2.03054030203292e-07
2.66762215318573e-06
1.65893139926547e-06
2.05197204822349e-06
5.17530640311534e-07
3.02957110313023e-08
2.09346374084982e-07
1.77340382448246e-07
2.39149346189109e-07
6.82860776966274e-08
7.86690114122962e-08
1.21020905912422e-07
6.11392131109948e-08
0
2.09857173910771e-07
1.84773326292018e-07
8.25076117741902e-08
2.37099358729099e-08
5.56242215918875e-07
3.62660559166275e-07
1.15506073803618e-08
2.57755400542381e-07
2.81327349229264e-07
3.16314706466117e-07
7.05728871460767e-07
3.68283628309377e-08
9.40764674557313e-07
7.91714525039003e-07
3.93107506877867e-07
6.49524584927229e-07
1.93177672352823e-06
6.40991049426447e-07
7.08275690043512e-06
4.71222299691781e-08
2.50987685332699e-08
1.40720424530284e-07
0
1.42040261700538e-07
6.11263064614919e-08
1.15880333203302e-07
1.3004887031322e-07
2.535266805694e-08
2.55236497034802e-08
3.26145417992147e-08
0
0
0
0
0
0
0
0
8.86715668944932e-08
0
5.56661989152039e-08
2.50984882700452e-07
3.87211939589273e-09
1.5607285679039e-07
1.3958865815201e-08
9.0842584827209e-09
6.22209140019999e-09
0
1.54764420387913e-07
2.76099664893705e-07
2.36178486832349e-07
1.37525584305273e-07
5.70090781023483e-08
2.02480090383509e-07
0
4.23904763577179e-09
1.26131781386384e-08
1.67726760493096e-07
0
0
0
0
1.34271628140715e-07
1.15136811550973e-07
1.49649067182028e-08
6.91148597240899e-09
7.03071973079684e-09
5.81066530076271e-08
1.39397866531175e-07
7.54329712364021e-08
2.15363789338319e-08
0
1.79429787351443e-09
0
0
0
0
0
0
0
0
0
0
0
1.54846715825311e-08
0
0
0
0
0
0
2.28318742608866e-09
0
0
1.03246413427601e-08
2.99010030461331e-08
0
1.77684400124174e-09
6.58503258380306e-09
0
1.54846715825311e-08
0
0
0
0
0
2.24581321079436e-08
2.00346430046408e-08
0
0
0
0
0
1.55343733869723e-08
1.25970948937836e-07
1.25970948937836e-07
8.75530101665958e-08
3.55664547488021e-09
8.75530101665958e-08
3.55664547488021e-09
3.55664547488021e-09
0
3.55664547488021e-09
1.28760288605228e-08
0
1.28760288605228e-08
0
0
0
0
0
3.1599607758894e-07
6.40338053387829e-07
9.36388053791333e-07
3.80920143333644e-07
9.36388053791333e-07
3.80920143333644e-07
1.72424064813999e-07
1.10843776615453e-08
2.55512849277946e-07
1.77778081003878e-07
2.6100920137337e-07
6.79353647062369e-08
5.19599826909788e-07
3.84858908425463e-07
6.40338053387829e-07
2.75056186499879e-08
0
3.80920143333644e-07
1.46560617042073e-07
1.25340189098085e-07
2.57130988779713e-07
1.14702184728457e-07
3.75594516359444e-07
6.02784359916801e-07
1.25340189098085e-07
1.25340189098085e-07
1.85428178511559e-09
5.71563779368455e-08
1.18154757869092e-07
