"","genome2guild$guild","mat_trait$`mat_ori$id`","size","grassAmbDry1","grassAmbWet1","grassAmbDry2","grassAmbWet2","Average","grassRedDry1","grassRedWet1","grassRedDry2","grassRedWet2","Average.1","shrubAmbDry1","shrubAmbWet1","shrubAmbDry2","shrubAmbWet2","Average.2","shrubRedDry1","shrubRedWet1","shrubRedDry2","shrubRedWet2","Average.3"
"174","37","grassRedDry1_bin.20.orig",4223083,0.293975,0.506126,0.290409,0.536329,0.40670975,4.4300415,0.512039,0.258464,0.2054825,1.35150675,1.607939,2.662524,0.526018,0.318576,1.27876425,7.027286,2.336947,0.949958,0.694139,2.7520825
"176","34","grassRedDry1_bin.22.orig",4491089,1.456258,1.007597,0.132999,0.078442,0.668824,6.41213,2.796243,0.440298,0.105754,2.43860625,0.115276,0.275362,0.115318,0.226885,0.18321025,0.091832,0.057752,0.095617,0.068605,0.0784515
"177","27","grassRedDry1_bin.23.orig",3131180,0.565187,0.630095,0.128282,0.044704,0.342067,6.617441,3.842541,1.72462,0.234203,3.10470125,0.205231,0.07621,0.056024,0.044745,0.0955525,0.606927,0.869029,0.552205,0.233687,0.565462
"178","5","grassRedDry1_bin.24.orig",2764528,0.647735,1.362089,0.737677,0.358288,0.77644725,6.69363,4.340448,2.167316,0.889188,3.5226455,0.268796,0.173202,0.264739,0.31694,0.25591925,0.367338,0.205436,0.257394,0.190631,0.25519975
"179","1","grassRedDry1_bin.25.strict",3509161,0.04931,0.008599,0.004301,0.014608,0.0192045,34.543099,0.4028,0.031176,0.007736,8.74620275,0,0.009431,0.004316,0.014854,0.00715025,0.008784,0,0.005765,0.00878,0.00583225
"180","4","grassRedDry1_bin.26.strict",2056525,0.6126835,0.614423,0.189198,0,0.354076125,30.141001,6.079865,1.593791,0.176565,9.4978055,0,0,0,0,0,0,0,0,0,0
"181","10","grassRedDry1_bin.27.orig",1457699,0.566722,0.801537,0.64163,0.475963,0.621463,3.19209,2.503271,1.466023,1.087338,2.0621805,0.359727,0.331571,0.44161,0.42364,0.389137,0.406258,1.085119,0.598678,0.416298,0.62658825
"182","34","grassRedDry1_bin.28.orig",3658073,1.458509,6.042015,4.38917,4.334675,4.05609225,5.075284,12.387774,17.015457,10.266302,11.18620425,1.917831,2.954843,1.8985225,2.436356,2.301888125,1.794487,1.920473,2.460882,2.834937,2.25269475
"183","26","grassRedDry1_bin.29.orig",1788999,0.337865,0.688748,0.657624,0.477234,0.54036775,5.2408,5.765634,3.444249,1.950707,4.1003475,0.295957,0.180459,0.333206,0.344004,0.2884065,0.368317,0.272658,0.425893,0.44726,0.378532
"184","15","grassRedDry1_bin.3.orig",1683965,0,0,0,0.0513905,0.012847625,3.824999,1.235945,0.187388,0,1.312083,0,0.676539,0,0.052819,0.1823395,0,0,0,0.0448605,0.011215125
"185","28","grassRedDry1_bin.30.strict",3886243,0.009111,0.299504,0,0.006544,0.07878975,3.530957,1.404338,0.246141,0.115709,1.32428625,0,0.131732,0,0.008724,0.035114,0,0.07528,0.036169,0.495671,0.15178
"186","40","grassRedDry1_bin.31.orig",4282162,0.54056,0.485898,1.053932,2.064338,1.036182,3.81846,4.767552,5.830654,6.304559,5.18030625,2.411142,0.971262,3.074624,2.754477,2.30287625,3.114627,1.773601,1.351577,1.651384,1.97279725
"187","34","grassRedDry1_bin.32.orig",4154253,0.087631,0.162656,0.09533,1.895467,0.560271,5.232732,0.21281,0.13028,0.164204,1.4350065,0.361206,0.866379,0.19911,0.623096,0.51244775,0.460971,0.138575,0.254202,0.246205,0.27498825
"188","26","grassRedDry1_bin.33.permissive",2284031,0.069352,0.029969,0,0,0.02483025,4.930076,0.642164,1.743454,0.374168,1.9224655,0,0,0,0,0,0,0,0.076972,0,0.019243
"189","38","grassRedDry1_bin.34.strict",2257339,0.815652,0.322905,0.206777,0,0.3363335,6.693604,1.257416,0.697809,0.027558,2.16909675,0,0,0,0,0,0,0,0,0,0
"190","37","grassRedDry1_bin.35.orig",3922956,0.223587,0.593041,0.060799,0.069765,0.236798,17.610394,3.978214,1.987183,0.171481,5.936818,0.455551,0.493667,0.113272,0.085725,0.28705375,0.317246,0.47196,0.533702,0.159669,0.37064425
"191","17","grassRedDry1_bin.36.orig",1357615,19.823215,43.859046,3.233476,2.652408,17.39203625,30.986015,56.171262,8.568335,4.224192,24.987451,6.53118,16.951453,2.326295,2.756293,7.14130525,3.158434,14.055282,2.55899,3.395155,5.79196525
"192","36","grassRedDry1_bin.37.orig",2017427,0.694875,0.646271,1.353031,0.806855,0.875258,5.884734,6.61226,3.951095,2.110365,4.6396135,1.024989,0.517241,0.846155,0.896269,0.8211635,0.98696,0.925211,0.872248,0.625762,0.85254525
"193","30","grassRedDry1_bin.39.orig",3617662,0.187173,0.330765,0.283075,0.599088,0.35002525,4.032972,2.021021,1.21203,0.545608,1.95290775,0.602657,0.753118,0.653915,1.062893,0.76814575,0.690204,0.287469,0.612825,0.621338,0.552959
"194","33","grassRedDry1_bin.4.orig",2173193,0.148722,0.180937,0.058386,0.033111,0.105289,5.940564,4.049057,0.97924,0.146121,2.7787455,0.110334,0.08552,0.067111,0.064247,0.081803,0.205683,0.48179,0.16745,0.141726,0.24916225
"195","20","grassRedDry1_bin.41.orig",3596637,0.553832,2.132616,2.048407,1.736958,1.61795325,2.176156,2.202156,3.369879,2.762582,2.62769325,0.180475,0.87939,1.555514,1.145395,0.9401935,0.495946,0.541202,3.414591,2.276725,1.682116
"196","10","grassRedDry1_bin.42.orig",1791508,2.145646,3.305622,0.682597,0.537161,1.6677565,28.221997,15.632854,3.760362,1.188498,12.20092775,0.617182,0.681142,0.67653,0.560607,0.63386525,1.09556,3.006351,1.138935,1.056484,1.5743325
"197","32","grassRedDry1_bin.44.orig",2197378,0.656603,1.782514,0.710517,0.520539,0.91754325,7.284033,7.972259,8.041272,3.277513,6.64376925,0.303622,0.200297,0.375419,0.351218,0.307639,0.316899,0.326303,0.57901,0.412229,0.40861025
"198","11","grassRedDry1_bin.45.orig",2302810,27.889909,11.3988,5.526454,1.233703,11.5122165,34.14187,12.936815,8.736568,3.85861,14.91846575,1.870885,0.999848,0.961358,0.782865,1.153739,3.836649,20.848355,2.281336,1.348102,7.0786105
"199","26","grassRedDry1_bin.46.orig",2537157,1.581149,0.635761,0.842581,0.0578,0.77932275,3.617745,1.250385,0.589348,0.165707,1.40579625,0.041324,0.021307,0.062818,0.081354,0.05170075,0.104423,0.063913,0.05156,0.035069,0.06374125
"200","15","grassRedDry1_bin.47.permissive",3646773,0,0.004813,0,0.028803,0.008404,3.287377,0.141021,0,0,0.8570995,0,0.178383,0,0,0.04459575,0.024854,0,0,0.0104,0.0088135
"201","28","grassRedDry1_bin.48.orig",5450570,0.006011,0.006948,0.003634,0.008946,0.00638475,5.581412,0.014727,0.007151,0.007371,1.40266525,0.005259,0.01302,0.00828,0.016347,0.0107265,0.008903,0.001072,0.006803,0.009465,0.00656075
"202","33","grassRedDry1_bin.49.orig",2363112,0.340282,0.456238,0.0757795,0.034711,0.226752625,4.080015,2.845544,0.622021,0.23453,1.9455275,0.042764,0.059103,0.079483,0.079,0.0650875,0.081757,0.027416,0.069324,0.053679,0.058044
"203","5","grassRedDry1_bin.5.orig",3141052,0.428282,1.380032,0.66657,0.566417,0.76032525,8.331188,3.975052,5.685074,2.326639,5.07948825,0.909781,0.376293,0.701251,0.821177,0.7021255,0.915075,0.60699,0.631146,1.010029,0.79081
"204","2","grassRedDry1_bin.50.orig",3142164,0.101692,0.309629,0.1092175,0.122899,0.160859375,6.069279,5.689184,1.048042,0.244167,3.262668,0.2127865,0.208328,0.181429,0.233208,0.208937875,0.271364,0.207196,0.245813,0.196587,0.23024
"205","4","grassRedDry1_bin.51.orig",2634893,1.279188,0.674878,0.469714,0.028217,0.61299925,31.679236,5.704296,2.051088,0.187868,9.905622,0.036604,0,0,0,0.009151,0,0,0,0,0
"206","3","grassRedDry1_bin.52.orig",2793530,0.837694,2.7711305,1.793995,1.4919105,1.7236825,5.911947,23.849114,13.3799485,3.921111,11.76553013,0.969076,1.375875,1.063893,1.564095,1.24323475,0.845798,0.879209,1.5218365,1.503721,1.187641125
"207","24","grassRedDry1_bin.53.orig",3349944,0.294812,0.147759,0.170832,0.317302,0.23267625,5.195438,1.106466,0.901631,0.361706,1.89131025,0.615762,0.258666,0.491418,0.571296,0.4842855,0.665044,0.392552,0.340339,0.297559,0.4238735
"208","20","grassRedDry1_bin.54.permissive",2418980,0.601508,5.36083,1.598726,1.091984,2.163262,1.61885,3.459173,2.153503,1.240286,2.117953,0.686704,2.253622,0.700349,0.480262,1.03023425,1.038525,0.773981,1.231641,1.032869,1.019254
"209","17","grassRedDry1_bin.6.orig",2252680,0.226909,0.800474,1.040921,0.3958185,0.616030625,3.073626,7.032108,11.01384,5.11582,6.5588485,0.165785,0.256068,0.228505,0.313676,0.2410085,0.495783,0.86356,0.897056,0.869084,0.78137075
"210","13","grassRedDry1_bin.7.orig",2431278,0.241722,0.305159,0.129372,0.189273,0.2163815,5.316246,12.421725,1.243298,0.314074,4.82383575,0.227779,0.379167,0.197791,0.350492,0.28880725,0.279538,0.109797,0.137872,0.166038,0.17331125
"211","27","grassRedDry1_bin.8.orig",3300788,0.123282,0.315367,0.19514,0.07195,0.17643475,6.080438,6.130944,1.902676,0.504435,3.65462325,0.065174,0.066692,0.08744,0.079792,0.0747745,0.084288,0.066242,0.075133,0.054981,0.070161
"212","10","grassRedDry1_bin.9.orig",2240611,3.532018,2.7294575,1.461477,0.931768,2.163680125,11.882456,8.756699,5.926518,4.661885,7.8068895,0.9693725,0.728576,1.0579835,0.96114,0.929268,1.0529395,1.718682,0.998487,0.930905,1.175253375
"213","18","grassRedDry2_bin.1.orig",3732520,0.541225,2.198354,2.492109,1.608797,1.71012125,0.473027,3.463085,4.898357,3.548612,3.09577025,1.197856,1.383725,2.384819,1.794212,1.690153,1.460128,1.02571,2.209812,1.963313,1.66474075
"214","29","grassRedDry2_bin.10.orig",3166356,0.232337,1.602483,2.3246325,2.211589,1.592760375,0.150153,1.332499,5.000322,6.055737,3.13467775,0.493177,0.804278,1.804193,1.713069,1.20367925,0.610401,0.431947,1.928123,1.998934,1.24235125
"215","8","grassRedDry2_bin.11.strict",5292016,0.019073,0.264491,0.572303,0.678322,0.38354725,0.26889,1.149187,6.769155,4.213543,3.10019375,0,0.029027,0.063072,0.029145,0.030311,0.186311,0.031172,0.818953,1.537141,0.64339425
"216","41","grassRedDry2_bin.12.orig",1594602,1.024614,10.601062,8.409753,4.735014,6.19261075,0.609486,1.882218,5.909829,5.545539,3.486768,0.921429,2.071709,1.40025,1.425369,1.45468925,1.775376,0.741203,2.291539,2.174875,1.74574825
"217","23","grassRedDry2_bin.13.orig",3570051,0.53599,0.623635,1.140933,1.155523,0.86402025,0.672892,1.212618,5.340857,2.392628,2.40474875,1.73417,0.815505,1.432344,1.498467,1.3701215,1.945846,2.414172,5.447475,3.154833,3.2405815
"218","28","grassRedDry2_bin.14.strict",3598471,0.047383,0.847289,0.051987,0.140098,0.27168925,0.295438,5.94042,3.560283,0.483748,2.56997225,0,0.783344,0.073333,0.143048,0.24993125,0,0.016083,0.082198,0.37361,0.11797275
"219","8","grassRedDry2_bin.15.orig",5741259,0.044924,1.262989,0.831329,1.328202,0.866861,0.106897,1.522389,3.837259,2.30292,1.94236625,0,0.517153,0.306967,0.637937,0.36551425,0.063876,0.032025,0.107099,0.509621,0.17815525
"220","20","grassRedDry2_bin.16.orig",2916756,0.410247,2.753397,9.597116,8.506722,5.3168705,0.057821,0.628997,3.857812,11.952498,4.124282,3.087656,2.4382085,7.382432,4.790235,4.424632875,4.081743,2.5014125,8.319262,6.398583,5.325250125
"221","23","grassRedDry2_bin.17.strict",1918215,1.581413,0.45856,0.361582,0.415778,0.70433325,2.8977305,4.167314,5.091705,4.343284,4.125008375,0.534866,0.306644,0.55082,0.573476,0.4914515,0.8336845,0.7133,0.666935,0.677612,0.722882875
"222","15","grassRedDry2_bin.18.orig",1746649,0.327433,0.485413,0.860447,0.588812,0.56552625,0.779236,4.750355,22.96973,5.687264,8.54664625,0.54884,0.880118,0.6740885,1.512841,0.903971875,1.068447,0.443605,1.28784,0.920098,0.9299975
"223","10","grassRedDry2_bin.19.orig",3181351,8.703616,7.620583,16.174582,6.264076,9.69071425,0.567577,0.743123,4.519411,5.578511,2.8521555,4.596149,4.183959,7.708727,5.229336,5.42954275,2.247369,5.22984,9.933133,7.877527,6.32196725
"224","8","grassRedDry2_bin.2.orig",3343179,0.169614,6.11366,2.734048,0.717171,2.43362325,2.607515,8.085448,8.775875,3.428717,5.72438875,0.017621,0.037842,0.087023,0.053677,0.04904075,0.111251,0.134737,3.610156,0.472553,1.08217425
"225","7","grassRedDry2_bin.20.orig",2450167,7.109944,4.101224,2.257276,1.035112,3.625889,17.953927,8.113862,5.774355,2.298976,8.53528,0.798867,0.604449,0.821311,0.679857,0.726121,1.031995,3.639685,1.031607,0.974571,1.6694645
"226","27","grassRedDry2_bin.21.orig",2854892,0.528202,0.638149,0.120023,0.029993,0.32909175,5.646271,4.044746,2.725862,0.233073,3.162488,0.2189,0.0818,0.063629,0.035595,0.099981,0.462182,0.910936,0.598873,0.2289225,0.550228375
"227","28","grassRedDry2_bin.22.orig",4843764,0.013357,0.00395,0.014678,0.156599,0.047146,0.02251,0.734954,3.37473,1.2929235,1.356279375,0,0.084284,0.078636,0.101948,0.066217,0.022317,0,0.292512,0.176226,0.12276375
"228","32","grassRedDry2_bin.23.orig",2796301,0.679579,1.853937,0.739569,0.522138,0.94880575,5.755579,8.08225,9.27906,3.236938,6.58845675,0.38986,0.261937,0.398283,0.30821,0.3395725,0.40827,0.377715,0.530571,0.438599,0.43878875
"229","13","grassRedDry2_bin.24.orig",2458914,0.386335,0.985955,0.935026,0.989621,0.82423425,3.761815,5.353145,6.493667,3.351077,4.739926,0.815707,1.113454,0.706177,1.308654,0.985998,0.685736,0.633105,0.755214,1.153568,0.80690575
"230","25","grassRedDry2_bin.25.orig",3366769,0.727303,1.849833,2.930122,3.9093,2.3541395,0.333832,1.151482,12.555156,5.411436,4.8629765,2.1379085,2.648948,2.632617,3.470342,2.722453875,2.194883,1.35668,3.537616,3.801722,2.72272525
"231","41","grassRedDry2_bin.26.orig",1764123,0.302627,1.188678,0.922425,1.011855,0.85639625,2.298426,4.372304,6.177107,3.245086,4.02323075,0.514034,0.830357,0.617483,0.918326,0.72005,0.535233,0.550422,0.824257,1.005553,0.72886625
"232","11","grassRedDry2_bin.27.orig",1754579,1.678721,1.485889,2.162263,2.588863,1.978934,5.785204,5.608046,17.622087,7.773793,9.1972825,0.643701,1.098885,1.015217,0.859678,0.90437025,0.912063,0.828487,5.849483,2.867884,2.61447925
"233","15","grassRedDry2_bin.28.orig",3091261,0.259837,2.581091,1.207514,1.255274,1.325929,0.557301,4.3056655,9.310928,2.442584,4.154119625,1.009157,2.931927,0.895841,1.970252,1.70179425,0.819718,1.037147,1.898164,2.64595,1.60024475
"234","18","grassRedDry2_bin.29.orig",3846340,0.424459,2.258392,1.185624,2.862001,1.682619,0.491754,4.648074,4.077845,2.195249,2.8532305,0.900349,1.265434,1.599989,2.358061,1.53095825,0.842486,0.482641,1.030493,1.432812,0.947108
"235","37","grassRedDry2_bin.3.orig",3756299,0.225737,0.615683,0.060198,0.059263,0.24022025,15.760333,4.326306,3.17511,0.185121,5.8617175,0.383601,0.419159,0.123633,0.082855,0.252312,0.333161,0.508738,0.571443,0.139996,0.3883345
"236","10","grassRedDry2_bin.30.orig",2069921,0.629148,0.837523,0.66225,0.497417,0.6565845,2.498932,2.886531,2.5731585,1.398976,2.339399375,0.377638,0.344685,0.445442,0.48275,0.41262875,0.441807,1.138781,0.5955265,0.422594,0.649677125
"237","15","grassRedDry2_bin.31.orig",2421079,0,0.279012,0.283467,0.174262,0.18418525,0.352524,1.276351,6.24657,1.1552,2.25766125,0,0.007111,0.008922,0,0.00400825,0.009506,0.003277,0.681288,0.058054,0.18803125
"238","18","grassRedDry2_bin.32.orig",5566908,1.61593,1.018018,1.027667,1.194996,1.21415275,0.447302,2.346919,2.786467,2.115119,1.92395175,0.814919,1.04667,1.041686,1.607885,1.12779,1.360298,0.510448,1.185856,1.399998,1.11415
"239","28","grassRedDry2_bin.33.orig",4960236,0.457092,1.764643,0.856097,0.515901,0.89843325,0.801368,1.713396,8.053946,2.702753,3.31786575,0.619874,0.509689,0.363002,0.74022,0.55819625,0.691995,0.540456,0.760413,1.097411,0.77256875
"240","10","grassRedDry2_bin.34.orig",2735464,1.618641,2.485838,2.603458,1.840931,2.137217,1.286218,3.998102,6.893731,5.348425,4.381619,1.082476,0.730376,1.258521,0.92448,0.99896325,1.476744,0.881009,2.285436,1.950801,1.6484975
"241","24","grassRedDry2_bin.35.orig",4548556,0.751624,1.564464,1.219691,1.010014,1.13644825,0.941232,1.687137,2.730825,3.111632,2.1177065,0.384937,0.517672,1.069408,0.551468,0.63087125,1.219657,2.496019,0.932051,0.795089,1.360704
"242","17","grassRedDry2_bin.36.orig",2739552,0,0.020663,0.319254,0.654043,0.24849,0,0.421073,2.7174795,3.147787,1.571584875,0,0,0.105303,0.398452,0.12593875,0,0,0.157296,0.5259915,0.170821875
"243","40","grassRedDry2_bin.37.orig",4024104,0.38535,0.408461,0.960595,1.977975,0.93309525,1.314523,2.957307,4.889504,4.907124,3.5171145,2.923104,1.095962,3.59681,3.144531,2.69010175,3.560693,2.232599,1.598348,1.754127,2.28644175
"244","36","grassRedDry2_bin.38.orig",2330558,1.6318175,0.787416,0.493085,0.376436,0.822188625,2.680657,2.806403,2.559534,0.694026,2.185155,0.467308,0.185767,0.41546,0.431664,0.37504975,1.0768225,1.010619,0.408858,0.290942,0.696810375
"245","18","grassRedDry2_bin.39.orig",2838338,0.439334,1.17597,1.438928,1.596849,1.16277025,0.914201,4.380511,6.053571,5.517072,4.21633875,0.638383,0.94637,1.053443,1.019846,0.9145105,1.393492,0.607567,1.552599,1.441968,1.2489065
"246","1","grassRedDry2_bin.4.orig",4534884,0.037382,0.607311,0.695999,0.7128035,0.513373875,0.050954,0.446933,3.133274,3.228069,1.7148075,0.154281,0.197873,0.47412,0.321602,0.286969,0.260583,0.198025,1.495822,0.62821,0.64566
"247","10","grassRedDry2_bin.41.orig",2261777,0.810539,1.027471,3.622522,1.790706,1.8128095,5.194232,10.829251,19.556725,14.134287,12.42862375,1.026153,0.699702,1.090014,1.056291,0.96804,1.072417,1.774642,1.580775,1.367403,1.44880925
"248","27","grassRedDry2_bin.42.orig",3552820,0.141799,0.394653,0.259618,0.08904,0.2212775,3.872798,6.751135,3.056249,0.56065,3.560208,0.064708,0.0874735,0.079763,0.119938,0.087970625,0.103468,0.071589,0.03911,0.045061,0.064807
"249","8","grassRedDry2_bin.43.orig",4335375,0.074309,0.607096,0.465071,0.52541,0.4179715,0,0.643588,2.498365,1.148186,1.07253475,0,0.258911,0.145207,0.2088295,0.153236875,0,0,0.461679,0.688745,0.287606
"250","8","grassRedDry2_bin.44.strict",3927663,0.017175,0.401128,1.137273,2.062528,0.904526,0,0.192553,5.202973,2.477846,1.968343,0.059139,0.3746445,0.448627,0.875522,0.439483125,0.183345,0.311571,1.413613,2.4706325,1.094790375
"251","8","grassRedDry2_bin.45.orig",4157950,0,0.095862,0.0265,0.102651,0.05625325,0.3983,3.015403,3.745138,0.113252,1.81802325,0.364239,0.108119,0.026097,0.08935,0.14695125,0.2943925,1.135903,1.777088,1.569752,1.194283875
"252","15","grassRedDry2_bin.46.strict",2017657,0.049509,0.146422,0.170832,0.155994,0.13068925,0.1163495,0.534856,2.895343,0.457304,1.000963125,0.065135,0.3292045,0.039733,0.125039,0.139777875,0.12428,0.174804,0.225908,0.154072,0.169766
"253","28","grassRedDry2_bin.47.orig",4170777,0.010491,0.321505,0.005877,0.012256,0.08753225,0.662347,2.945894,4.163175,0.100826,1.9680605,0.003991,0.186854,0,0.018811,0.052414,0.008673,0.09752,0.042242,0.521474,0.16747725
"254","24","grassRedDry2_bin.48.orig",4373036,0.355639,0.485693,0.512686,0.388964,0.4357455,1.236165,3.043254,5.33855,3.242692,3.21516525,0.356977,0.146435,0.380356,0.353451,0.30930475,0.524961,0.711369,0.719685,0.425159,0.5952935
"255","8","grassRedDry2_bin.49.strict",4014496,0,0,0.015916,0,0.003979,0.67774,0.811654,2.782622,0.316045,1.14701525,0,0,0,0,0,0,0,0,0,0
"256","32","grassRedDry2_bin.5.orig",2380069,10.370352,3.474073,1.061573,0.475537,3.84538375,2.25641,1.557185,3.461174,0.929578,2.05108675,0.384359,0.190437,0.309979,0.342189,0.306741,0.563315,0.397967,0.374002,0.363257,0.42463525
"257","32","grassRedDry2_bin.50.orig",3038644,0.198802,0.319345,0.269349,0.264866,0.2630905,1.1792035,3.019381,3.911997,1.746435,2.464254125,0.184085,0.141801,0.253756,0.305333,0.22124375,0.199921,0.271315,0.371751,0.275824,0.27970275
"258","8","grassRedDry2_bin.51.strict",4053305,0,0.224498,0.315915,0.405322,0.23643375,0.084287,1.051577,1.635551,1.057532,0.95723675,0.06829,0.192822,0.206011,0.315856,0.19574475,0.246088,0.120473,0.667805,0.78818,0.4556365
"259","26","grassRedDry2_bin.52.orig",1325134,0.235584,0.59347,0.55836,0.43966,0.4567685,3.349658,4.803214,3.750275,1.584803,3.3719875,0.331754,0.216972,0.244434,0.334603,0.28194075,0.221687,0.224382,0.33281,0.354216,0.28327375
"260","11","grassRedDry2_bin.53.strict",1662407,0.556733,1.953611,2.320313,3.437247,2.066976,0.1948,1.628237,7.690368,10.429236,4.98566025,0.842726,0.643764,1.404878,1.150755,1.01053075,0.684104,0.60141,1.985042,2.923138,1.5484235
"261","41","grassRedDry2_bin.55.orig",4692350,0.696212,3.569963,2.911804,2.357735,2.3839285,1.1041185,2.647551,4.696548,3.447499,2.973929125,0.1679805,1.009976,2.008651,1.626751,1.203339625,0.498483,0.5554175,4.123672,2.7420145,1.97989675
"262","8","grassRedDry2_bin.6.orig",3560778,0,0.764098,0.136431,0.111522,0.25301275,0.392821,5.118934,2.224077,0.551111,2.07173575,0,0.393929,0,0.093496,0.12185625,0,0,0.265058,0.516006,0.195266
"263","27","grassRedDry2_bin.7.orig",3958295,0.583421,3.123199,3.147291,1.985567,2.2098695,0.385943,0.788921,4.368426,2.549589,2.02321975,1.225589,1.624971,3.822027,1.183769,1.964089,1.526048,2.219321,5.091663,2.954787,2.94795475
"264","4","grassRedDry2_bin.8.strict",1681361,0.599012,0.763011,0.192674,0.006131,0.390207,33.007413,7.922985,2.760332,0.198486,10.972304,0,0,0,0,0,0,0,0,0,0
"265","26","grassRedDry2_bin.9.permissive",2252055,0,0,0,0,0,3.234249,0.53595,2.315237,0.274286,1.5899305,0,0,0,0,0,0,0,0,0,0
"266","40","grassRedWet1_bin.1.orig",4218878,0.51971,0.508798,1.060944,2.034494,1.0309865,1.796085,5.500193,4.700702,5.805783,4.45069075,2.365525,0.899474,2.996457,2.50388,2.191334,2.843674,1.903445,1.455599,1.623917,1.95665875
"267","33","grassRedWet1_bin.10.orig",2175209,0.388962,0.598942,0.057475,0.048186,0.27339125,2.851101,3.767526,0.68037,0.200188,1.87479625,0.060009,0.060057,0.082652,0.117393,0.08002775,0.104068,0.036543,0.069982,0.072101,0.0706735
"268","17","grassRedWet1_bin.11.orig",2462489,1.28585,7.878496,9.131453,3.684931,5.4951825,2.635676,14.801677,23.225548,11.616778,13.06991975,1.805023,2.754987,2.997061,3.410374,2.74186125,1.508862,2.182439,11.175069,6.85018,5.4291375
"269","27","grassRedWet1_bin.12.orig",2610009,0.437284,0.524932,0.096534,0.020436,0.2697965,4.626853,4.415816,1.590162,0.206337,2.709792,0.172677,0.058955,0.044506,0.028532,0.0761675,0.404627,0.826873,0.455781,0.199241,0.4716305
"270","3","grassRedWet1_bin.13.orig",2374869,0.570485,6.178192,6.542371,3.918694,4.3024355,0.835626,6.871846,11.925955,10.249676,7.47077575,1.608509,2.934911,3.90089,4.251092,3.1738505,2.013773,1.847375,6.471531,5.465286,3.94949125
"271","10","grassRedWet1_bin.14.orig",2112193,0.746493,0.854515,0.724157,0.4804015,0.701391625,2.819905,4.0869085,1.94044,1.4871455,2.58359975,0.292903,0.327337,0.361015,0.3732455,0.338625125,0.4131255,0.906007,0.588234,0.421775,0.582285375
"272","3","grassRedWet1_bin.15.orig",2872857,0.984189,5.170834,3.763368,2.892953,3.202836,2.08048,6.034543,5.061361,6.004549,4.79523325,0.493755,0.876573,0.61979,0.956361,0.73661975,0.741135,1.734502,1.722386,2.809989,1.752003
"273","29","grassRedWet1_bin.16.orig",3843789,0.3218,2.0372255,2.749618,2.732999,1.960410625,0.191344,2.486383,5.239292,7.480315,3.8493335,0.578578,1.051102,2.221054,2.175892,1.5066565,0.810296,0.516314,2.4787855,2.416176,1.555392875
"274","17","grassRedWet1_bin.17.orig",3680642,0.167828,0.604756,0.75714,0.354001,0.47093125,1.828846,7.423599,8.633494,3.594479,5.3701045,0.163691,0.197869,0.212345,0.287403,0.215327,0.429124,0.92908,1.105704,0.775983,0.80997275
"275","34","grassRedWet1_bin.18.orig",4543379,0.565267,0.88858,0.120873,0.067893,0.41065325,0.71028,2.978645,0.250853,0.100112,1.0099725,0.13407,0.284731,0.111006,0.222311,0.1880295,0.165828,0.065435,0.101497,0.085025,0.10444625
"276","8","grassRedWet1_bin.19.orig",2918674,0.039657,0.102262,0.04026,0.099918,0.07052425,0.643964,3.83859,0.433097,0.42603,1.33542025,0.008553,0.071049,0.02909,0.07057,0.0448155,0.031261,0.007008,0.117334,0.100253,0.063964
"277","38","grassRedWet1_bin.2.permissive",1918488,0.57992,0.237236,0.133092,0,0.237562,3.836441,1.875595,0.504443,0.015781,1.558065,0,0,0,0,0,0,0,0,0,0
"278","41","grassRedWet1_bin.20.orig",2185762,0.5908265,0.884585,1.923073,1.158626,1.139277625,1.525875,12.146774,15.913248,7.2592125,9.211277375,0.324325,0.445697,0.6677275,0.753402,0.547787875,1.532713,0.337155,2.0380755,1.185787,1.273432625
"279","41","grassRedWet1_bin.22.orig",2861226,0.127406,0.206587,0.209314,0.397033,0.235085,1.636886,2.29392,0.887051,0.362287,1.295036,0.357044,0.478185,0.401735,0.698888,0.483963,0.498678,0.20478,0.399239,0.414391,0.379272
"280","33","grassRedWet1_bin.23.orig",2147307,0.584471,1.348697,1.180269,1.333939,1.111844,0.684928,3.4266075,2.48254,1.774255,2.092082625,1.420791,1.711647,1.544528,2.33005,1.751754,1.652051,0.986155,1.263341,1.531555,1.3582755
"281","29","grassRedWet1_bin.24.orig",2657324,1.186479,4.859253,5.713756,5.7036795,4.365791875,1.42931,8.719487,15.226123,13.293837,9.66718925,1.134415,3.513465,4.382937,3.693763,3.181145,1.389047,1.312051,7.247442,4.428258,3.5941995
"282","4","grassRedWet1_bin.25.orig",1466886,0.590754,0.676307,0.187006,0,0.36351675,30.571233,8.610852,2.029658,0.161738,10.34337025,0.037117,0,0,0,0.00927925,0,0,0,0,0
"283","39","grassRedWet1_bin.26.orig",2769377,1.720626,0.837374,0.560065,0.342358,0.86510575,2.715057,3.782088,1.764881,0.760769,2.25569875,0.421075,0.183222,0.440554,0.455659,0.3751275,1.028849,1.085324,0.441604,0.317621,0.7183495
"284","7","grassRedWet1_bin.27.orig",2136577,8.40127,4.673783,2.523107,1.129705,4.18196625,20.587937,10.782301,5.497564,2.622589,9.87259775,0.702856,0.701791,0.949095,0.702499,0.76406025,1.104306,4.218244,1.108903,1.009039,1.860123
"285","15","grassRedWet1_bin.28.strict",2597367,0,0.3865655,0.363076,0.4178275,0.29186725,0.1990565,2.5256865,1.291031,1.2547115,1.317621375,0,0,0,0,0,0,0,0.4944525,0.9478255,0.3605695
