"colSums(trait_4.2 %>% select(2:190), na.rm = FALSE)/nrow(trait_4.2)"
0
4.69243989277775e-07
0
2.34621994638887e-07
0
0
9.3848797855555e-07
0
2.34621994638887e-07
0
0
0
0
9.3848797855555e-07
2.34621994638887e-07
0
7.03865983916662e-07
7.03865983916662e-07
9.3848797855555e-07
4.69243989277775e-07
0
0
2.34621994638887e-07
2.34621994638887e-07
0
0
0
0
0
0
2.34621994638887e-07
0
0
2.34621994638887e-07
0
0
2.34621994638887e-07
0
0
2.34621994638887e-07
0
1.40773196783332e-06
9.3848797855555e-07
4.69243989277775e-07
1.17310997319444e-06
2.58084194102776e-06
1.40773196783332e-06
6.56941584988885e-06
0
0
2.34621994638887e-07
0
0
0
2.34621994638887e-07
2.34621994638887e-07
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2.34621994638887e-07
0
0
0
0
2.34621994638887e-07
0
2.34621994638887e-07
2.34621994638887e-07
2.34621994638887e-07
0
0
0
0
0
0
2.34621994638887e-07
0
0
0
0
2.34621994638887e-07
2.34621994638887e-07
0
0
0
0
0
2.34621994638887e-07
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2.34621994638887e-07
4.69243989277775e-07
7.03865983916662e-07
4.69243989277775e-07
7.03865983916662e-07
4.69243989277775e-07
0
0
2.34621994638887e-07
2.34621994638887e-07
2.34621994638887e-07
0
2.34621994638887e-07
2.34621994638887e-07
4.69243989277775e-07
0
0
4.69243989277775e-07
0
0
2.34621994638887e-07
0
0
4.69243989277775e-07
0
0
0
0
0
