"colSums(trait_3N.2 %>% select(2:190), na.rm = FALSE)/nrow(trait_3N.2)"
1.31463881876021e-07
3.94391645628063e-07
0
4.39692155201737e-07
0
0
7.47920428527452e-07
1.31463881876021e-07
6.61757056225104e-07
1.76764391449694e-07
3.08228273325715e-07
9.69985329550819e-07
3.08228273325715e-07
7.47920428527452e-07
4.39692155201737e-07
3.08228273325715e-07
3.87106602451328e-06
2.24376128558236e-06
2.02169638455899e-06
5.25855527504085e-07
1.76764391449694e-07
3.08228273325715e-07
0
3.08228273325715e-07
0
0
1.31463881876021e-07
1.31463881876021e-07
0
3.08228273325715e-07
4.39692155201737e-07
3.08228273325715e-07
0
6.16456546651431e-07
3.53528782899389e-07
0
1.76764391449694e-07
3.08228273325715e-07
7.47920428527452e-07
9.69985329550819e-07
1.76764391449694e-07
7.93220938101125e-07
7.93220938101125e-07
1.76764391449694e-07
1.76764391449694e-07
1.27821360287653e-06
5.71156037077758e-07
7.56980530442187e-06
1.31463881876021e-07
0
3.08228273325715e-07
0
1.31463881876021e-07
0
1.76764391449694e-07
1.31463881876021e-07
0
0
1.31463881876021e-07
0
1.31463881876021e-07
0
0
0
0
0
0
0
0
0
3.08228273325715e-07
1.76764391449694e-07
1.31463881876021e-07
0
0
0
0
3.08228273325715e-07
3.08228273325715e-07
3.08228273325715e-07
1.31463881876021e-07
0
1.31463881876021e-07
0
0
0
3.08228273325715e-07
0
0
0
0
1.76764391449694e-07
3.08228273325715e-07
1.31463881876021e-07
0
0
3.08228273325715e-07
3.08228273325715e-07
3.08228273325715e-07
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.31463881876021e-07
1.31463881876021e-07
1.31463881876021e-07
0
1.31463881876021e-07
0
0
0
0
0
0
0
0
0
0
0
0
4.39692155201737e-07
3.94391645628063e-07
1.18761258372919e-06
4.39692155201737e-07
1.18761258372919e-06
4.39692155201737e-07
1.76764391449694e-07
0
3.08228273325715e-07
3.08228273325715e-07
2.62927763752042e-07
1.76764391449694e-07
6.16456546651431e-07
7.93220938101125e-07
3.94391645628063e-07
0
0
4.39692155201737e-07
0
0
1.31463881876021e-07
1.31463881876021e-07
4.39692155201737e-07
8.79384310403473e-07
0
0
0
1.31463881876021e-07
3.08228273325715e-07
