"colSums(trait_1N.2 %>% select(2:190), na.rm = FALSE)/nrow(trait_1N.2)"
7.85244955895749e-08
5.10334264069235e-07
6.60857181767342e-08
2.47372573242832e-07
3.47173804667788e-08
2.08804863733836e-08
1.10096611602412e-06
2.35738617163464e-08
5.52611830767868e-07
1.08005750154391e-07
1.08005750154391e-07
6.34916836968723e-07
1.73484068493948e-07
1.01788140453839e-06
2.2562100694179e-07
1.43163153566037e-07
2.13907672080405e-06
1.74747823116985e-06
1.85819729379752e-06
4.13283740519113e-07
4.90528516576978e-08
1.91999419531644e-07
1.78851362480849e-07
2.78156751595439e-07
3.71760380234003e-08
4.36153646645973e-08
1.26083840160441e-07
4.607354095194e-08
0
1.1964058007634e-07
2.11346701474102e-07
9.62316365926152e-08
3.17426813085731e-08
4.56094711363488e-07
3.7288605352536e-07
5.6389371617414e-09
2.59116849164511e-07
1.69601921322345e-07
3.48999620466109e-07
7.38827078006118e-07
5.78082328443331e-08
1.19188447195482e-06
8.96980628889775e-07
4.72615248128034e-07
8.47776861652072e-07
2.33629747839582e-06
9.14302621406876e-07
7.06011632783257e-06
4.55590326123855e-08
2.87553152963878e-08
1.71445160170422e-07
0
1.28259918669064e-07
6.66838273234714e-08
1.7592285008838e-07
1.46208399666782e-07
2.20635397456741e-08
4.01951835849794e-08
3.20416807007876e-08
2.14616604747429e-09
8.82022171839612e-09
0
0
0
0
0
0
6.83119053710622e-08
0
3.52386327115972e-08
2.91320964756162e-07
4.40744971755134e-08
1.22035115783012e-07
1.45222001917861e-08
6.81586854801225e-09
1.04790112291279e-08
0
1.95942079305243e-07
2.99785231330848e-07
2.64528838352369e-07
1.21295804871864e-07
5.99651534837488e-08
1.47072860751021e-07
0
1.164098685654e-08
8.76625850491531e-09
2.04442050213635e-07
0
0
0
0
1.90241084332844e-07
1.4229937567219e-07
4.26036954618506e-09
0
6.41539190639025e-09
6.98946287063691e-08
1.58279409118219e-07
1.13330551299441e-07
3.42058990004776e-09
0
0
0
0
0
0
0
0
0
0
0
0
0
1.45222001917861e-08
0
0
0
0
0
0
1.51197578869541e-09
0
0
2.71625286520692e-09
4.11550380226289e-08
0
6.48494335320271e-10
8.95831176637718e-09
0
1.45222001917861e-08
0
0
0
0
0
1.65597415441798e-08
8.6150481260815e-09
0
0
0
0
0
1.45974879730412e-08
1.00621820192951e-07
1.00621820192951e-07
8.26617460912366e-08
4.40760221820163e-10
8.26617460912366e-08
4.40760221820163e-10
4.40760221820163e-10
0
8.93420783384428e-10
9.34206947303444e-09
0
9.7828296948546e-09
0
0
0
0
0
3.09506865758237e-07
6.28933926205236e-07
1.00745624304974e-06
4.23537622367942e-07
1.00745624304974e-06
4.23537622367942e-07
2.0732395435633e-07
2.56772139319894e-08
2.85711343674341e-07
2.16576084553138e-07
3.21835370833158e-07
8.28640299024403e-08
5.59936472707692e-07
4.08071269906835e-07
6.28933926205236e-07
7.04976220966029e-09
0
4.23537622367942e-07
1.22077827021623e-07
9.80126991458282e-08
2.85661354984882e-07
7.20795256302284e-08
3.39399277752851e-07
6.24818232606008e-07
9.80126991458282e-08
9.80126991458282e-08
0
1.77459135335829e-08
1.79724196217252e-07
