"colSums(trait_2N.2 %>% select(2:190), na.rm = FALSE)/nrow(trait_2N.2)"
6.93239445929868e-08
2.3053583716374e-07
6.25746441324522e-08
2.88342495870082e-07
9.65390247954017e-09
9.02436428565837e-08
7.62090003400842e-07
4.96117253195591e-08
6.50668549285837e-07
1.33092135551182e-07
1.33092135551182e-07
7.47466800522417e-07
6.87106064891524e-08
7.73671745775991e-07
1.26186808787403e-07
1.65793893986561e-07
2.11985408932099e-06
1.60717305642778e-06
1.65802642905301e-06
2.64878497954363e-07
1.85306296251593e-07
2.51028828568194e-07
1.24626808518138e-07
2.92110976954394e-07
6.82228671056958e-09
6.82228671056958e-09
0
1.18180374997995e-08
0
1.65448060212659e-07
1.85180413295291e-07
8.66219695470516e-08
4.72090498237133e-08
4.49303587210758e-07
4.23642388928754e-07
0
1.93181319941196e-07
6.57165449799626e-08
2.48316105242893e-07
7.17546528362897e-07
1.38494187095101e-07
1.25987853820342e-06
1.08604934585624e-06
5.35591465680888e-07
8.85092960123424e-07
2.51130068981854e-06
9.36015314154468e-07
7.07719664689832e-06
0
5.45965012056037e-08
2.15345475561886e-07
0
9.03747115261103e-08
1.04453139788333e-07
2.09887735527049e-07
1.83733856886802e-07
4.08822106586142e-08
3.95055215485565e-08
4.74004562282731e-08
0
0
0
0
0
0
0
0
1.75548703934472e-07
0
0
2.95695260541818e-07
1.13783666082557e-07
2.73726968641896e-08
0
0
6.04739958162015e-08
0
2.72411103563234e-07
3.11077754369203e-07
2.51869599162658e-07
6.41451404395308e-09
5.07054496186676e-08
8.69521210824539e-08
0
1.91066203012792e-08
2.3563050502928e-08
2.04529513815485e-07
0
0
0
0
2.18597549906562e-07
1.17766162329766e-07
0
0
0
5.41861819845134e-08
9.91163603636531e-08
8.63709153279625e-08
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
7.14634355702003e-08
0
0
2.75588455313156e-08
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
2.41274102387661e-07
4.18776545568408e-07
1.25855421118525e-06
3.64378316354065e-07
1.25855421118525e-06
3.64378316354065e-07
1.92266325154357e-07
1.37931750863822e-08
3.37478619993264e-07
2.32682122027792e-07
2.28178957861398e-07
1.60122196517895e-07
5.84192551875175e-07
5.11225148799145e-07
4.18776545568408e-07
0
0
3.64378316354065e-07
1.38708726323247e-08
3.32943851874961e-08
2.41535056784739e-07
1.18180374997995e-08
2.60524761373567e-07
4.79249686062246e-07
3.32943851874961e-08
3.32943851874961e-08
0
0
2.16415501851912e-07
