"colSums(trait_1.1 %>% select(2:190), na.rm = FALSE)/nrow(trait_1.1)"
9.11298341376895e-08
4.3145563344938e-07
7.82479082940703e-08
2.67712722965235e-07
4.63512420192696e-08
3.27495962372227e-08
1.11088487765882e-06
4.26775994402895e-08
6.55073161925672e-07
1.23288570677397e-07
1.24233807350954e-07
7.05341628110541e-07
1.57898299047155e-07
1.01980927705309e-06
2.39876192872682e-07
1.7892219177272e-07
2.48017790415536e-06
1.72430360626361e-06
1.9637775520811e-06
3.78693847256247e-07
7.7145549181945e-08
2.16078608183336e-07
1.73515030586373e-07
2.74101595050596e-07
3.66909554259877e-08
4.62118372419364e-08
9.61162997796612e-08
4.42070193462101e-08
0
1.73966509736144e-07
2.15974688846788e-07
1.07056331026611e-07
2.44864434736891e-08
4.70376386314464e-07
4.1016979778454e-07
5.68854789121633e-09
2.66946859224319e-07
1.88259429684836e-07
3.74430966943522e-07
7.73148530669917e-07
6.41241847140173e-08
1.21069934082925e-06
9.02367285787642e-07
4.85766099009276e-07
8.47364082206766e-07
2.39527387896482e-06
8.46439672541473e-07
7.22020524178322e-06
3.34057854065326e-08
3.04295175881665e-08
1.86568900370719e-07
0
1.32241000541605e-07
8.59800155122113e-08
1.88544783587182e-07
1.5292827261947e-07
2.12596051348991e-08
3.574492134148e-08
4.32942591939556e-08
2.28649228903991e-09
1.01762754791041e-09
0
0
0
0
0
1.01762754791041e-09
8.75868203296121e-08
0
2.78906467211702e-08
2.83118606595329e-07
4.93763762910986e-08
1.01336319292463e-07
9.3772308989869e-09
6.25487303018304e-09
1.31537746624889e-08
0
1.90880112660418e-07
3.00876306938074e-07
2.65656589045712e-07
1.09609154868307e-07
4.83567643588806e-08
1.36731903950959e-07
0
1.19294089612144e-08
1.33973740698969e-08
2.2017090998185e-07
0
0
0
0
1.85829231404982e-07
1.34777836645231e-07
5.29218658919926e-09
1.79500030921219e-09
4.0162710975996e-09
6.87503130125126e-08
1.43317942569578e-07
9.43810502174903e-08
1.24991385862005e-08
0
1.4912052442706e-09
0
0
0
0
0
0
0
0
0
0
0
9.3772308989869e-09
0
0
0
0
0
0
0
0
0
5.38368171743895e-09
5.86189804153214e-08
0
0
1.24179075127345e-08
0
9.3772308989869e-09
0
1.01762754791041e-09
0
0
0
1.1901550722676e-08
9.18122512334231e-09
0
0
0
0
0
8.5081746577086e-09
9.30131519209684e-08
9.30131519209684e-08
7.67941320814217e-08
2.32997833087651e-09
7.67941320814217e-08
2.32997833087651e-09
2.32997833087651e-09
0
2.32997833087651e-09
7.71683423054346e-09
0
8.18641338994417e-09
1.01762754791041e-09
1.01762754791041e-09
0
1.01762754791041e-09
0
2.96569565156556e-07
5.85585136094852e-07
1.0020475196471e-06
3.7926072171074e-07
1.0020475196471e-06
3.7926072171074e-07
2.06017229005574e-07
1.0986360586336e-08
2.93225357176414e-07
2.23559088999974e-07
2.67261317300452e-07
1.04493042426957e-07
5.902693563732e-07
4.29021450176926e-07
5.85585136094852e-07
1.40365151586457e-08
0
3.7926072171074e-07
1.04230005313445e-07
9.01522451876274e-08
2.87681856847542e-07
6.64258646768528e-08
3.47149472477382e-07
6.05953476715743e-07
9.01522451876274e-08
9.01522451876274e-08
9.69932010675848e-10
3.13237200176909e-08
1.86044462892681e-07
