"colSums(trait_3.2 %>% select(2:190), na.rm = FALSE)/nrow(trait_3.2)"
0
4.25169127990645e-07
4.22412246477708e-08
1.02525989535068e-07
0
0
5.67378464299443e-07
4.22412246477708e-08
2.2924966347838e-07
4.22412246477708e-08
4.22412246477708e-08
2.64943977366789e-07
4.22412246477708e-08
5.3029720463003e-07
8.89897049782305e-08
0
1.13099462527693e-06
5.94527795980804e-07
1.14523196556944e-06
1.91379242217961e-07
8.44824492955416e-08
1.71522776465125e-07
6.922351649342e-08
1.8059148322776e-07
0
0
0
2.69822918456492e-08
0
0
1.47062280622748e-07
7.15020996275223e-08
2.69822918456492e-08
1.47289010186112e-07
1.11464741141191e-07
0
1.02525989535068e-07
4.22412246477708e-08
1.7402808916259e-07
3.62326485229306e-07
0
9.99969657096741e-07
1.00161629905272e-06
2.89550911671485e-07
5.90581969517327e-07
1.96325637440708e-06
7.71395897496709e-07
5.77972825223044e-06
0
4.22412246477708e-08
1.02525989535068e-07
0
1.93345103332416e-07
1.1802813520636e-07
9.84843914731715e-08
1.93345103332416e-07
0
0
0
0
0
0
0
0
0
0
0
7.15020996275223e-08
0
2.92608749797515e-08
2.20327395178065e-07
1.1136796673434e-07
0
0
0
4.76083201503677e-08
0
1.44783697488646e-07
2.20327395178065e-07
1.71522776465125e-07
9.7792004289016e-08
3.33024730416481e-08
4.22412246477708e-08
0
0
0
1.3178686451482e-07
0
0
0
0
1.93345103332416e-07
7.05490139341203e-08
0
0
0
0
2.77518543975313e-08
1.23914456314757e-07
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.17801405642997e-07
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.17801405642997e-07
0
0
0
0
0
0
0
0
0
0
0
0
0
7.80654936926917e-08
7.80654936926917e-08
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.98505068310774e-07
6.33999893688546e-07
6.73294279334e-07
4.4065479035613e-07
6.73294279334e-07
4.4065479035613e-07
1.60042630290768e-07
0
2.20327395178065e-07
1.57033406214885e-07
1.25466683318821e-07
1.30781755311016e-07
2.40746292958545e-07
2.09256745430207e-07
6.33999893688546e-07
0
0
4.4065479035613e-07
4.22412246477708e-08
4.22412246477708e-08
1.02525989535068e-07
6.922351649342e-08
2.16269313810361e-07
3.07594451911012e-07
4.22412246477708e-08
4.22412246477708e-08
0
0
8.19771365980761e-08
