"colSums(trait_2 %>% select(2:190), na.rm = FALSE)/nrow(trait_2)"
3.1416467283179e-08
5.65220098270295e-07
0
2.35723975698165e-07
4.51989790745006e-08
3.63886909973924e-08
9.54280710561176e-07
6.19115090504999e-09
3.85122670141373e-07
6.21303373941079e-08
6.21303373941079e-08
5.57092408335146e-07
1.78818594420821e-07
1.06090549764308e-06
2.34658307954297e-07
1.55244309050765e-07
2.63076481643432e-06
1.99215964688935e-06
1.71525404806542e-06
6.28116758842874e-07
5.76036611381142e-08
9.231114921778e-08
1.56042558661775e-07
2.86486290515459e-07
4.55728279225851e-08
4.55728279225851e-08
1.41396839802073e-07
3.51449466237131e-08
0
1.42751699303201e-07
1.36413331310379e-07
5.2138351014386e-08
5.15232862921903e-08
6.36718390348307e-07
5.42702147888004e-07
1.01819169501151e-08
2.73746636566992e-07
1.78515012848975e-07
4.38754491527735e-07
6.52185722273627e-07
7.09564316429022e-08
1.22063814775634e-06
9.95477700021122e-07
4.69971537198941e-07
7.50650116438888e-07
2.11113084630702e-06
8.73346628278845e-07
8.07753515627068e-06
3.17296390394545e-08
2.4088388750555e-08
1.8625320138378e-07
0
1.11363273714893e-07
5.91248977828431e-08
1.20082729152845e-07
9.87642922684223e-08
2.79913255718056e-08
2.92432022926457e-08
3.67585561046615e-08
0
0
0
0
0
0
0
0
7.15044693208944e-08
0
2.73521024622906e-08
2.87641177655104e-07
5.75415165498836e-08
7.93164449059676e-08
0
7.04982478471228e-09
5.59309610589073e-09
0
2.7095244227823e-07
3.35652729712114e-07
2.09547926735937e-07
6.38331964353002e-08
8.04126257201545e-08
1.44478176853257e-07
0
0
0
1.53184161699968e-07
0
0
0
0
7.68148561898904e-08
1.08966203619384e-07
0
0
0
5.95722297081935e-08
1.69357483722256e-07
1.07193623684806e-07
1.86561277582148e-08
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
6.62971129454729e-08
6.62971129454729e-08
6.62971129454729e-08
0
6.62971129454729e-08
0
0
0
0
0
0
0
0
0
0
0
0
3.16498336494542e-07
7.19622507087659e-07
1.35876376713558e-06
5.14228116580789e-07
1.35876376713558e-06
5.14228116580789e-07
1.86295934216635e-07
7.30097829759678e-08
3.10520958198262e-07
2.41835849382013e-07
4.08121140517011e-07
1.2583928658445e-07
6.98307463173682e-07
4.1341233539001e-07
7.19622507087659e-07
1.86561277582148e-08
0
5.14228116580789e-07
9.83301650874416e-08
1.37587102231821e-07
2.62938192281217e-07
4.47407435152317e-08
3.76067398193298e-07
6.14057878725044e-07
1.37587102231821e-07
1.37587102231821e-07
1.01819169501151e-08
0
1.36213398801615e-07
