"colSums(trait_1N %>% select(2:190), na.rm = FALSE)/nrow(trait_1N)"
9.01381889805652e-08
4.65456979697347e-07
7.15389759655128e-08
2.55267405611693e-07
3.34509372041727e-08
2.23914491517196e-08
1.20448644783279e-06
2.12715309114615e-08
5.64699337834455e-07
1.11642160635909e-07
1.11642160635909e-07
6.21070587593262e-07
1.73963412503333e-07
9.56078912235613e-07
2.23064889934107e-07
1.46304306024487e-07
2.25729489093169e-06
1.56080601868733e-06
2.01048032251729e-06
3.69681562486795e-07
6.31066898308612e-08
2.4545806476929e-07
1.5767374642935e-07
2.5471572505917e-07
4.12122962808978e-08
5.19901546315735e-08
1.03135399678535e-07
4.81516613697229e-08
0
1.48982726543739e-07
1.75078840003908e-07
1.09539340226163e-07
1.95371379339438e-08
4.58074600925148e-07
3.40199433474504e-07
9.92030566454766e-09
2.50979159314984e-07
2.00902369062499e-07
2.62992067916662e-07
7.34374773553191e-07
7.18924331979996e-08
1.09417755023471e-06
8.45464271865865e-07
4.44858601490262e-07
7.83348550146785e-07
2.17021719302685e-06
7.75623070673069e-07
6.79622826936286e-06
4.84019107968926e-08
2.56495073182568e-08
1.33142639398559e-07
0
1.32726914392989e-07
7.29303256665254e-08
1.59627193617125e-07
1.51660451106566e-07
1.88429700283958e-08
2.68815688145425e-08
3.47218113918355e-08
0
5.82435833117164e-09
0
0
0
0
0
0
1.06538971043898e-07
0
5.02609040292951e-08
2.75301665879706e-07
3.95695626657024e-08
1.397553981196e-07
2.2207639703965e-08
8.87628587819288e-09
5.96302710078166e-09
0
1.6800960384997e-07
2.79572695806762e-07
2.63812894093864e-07
1.20302163405637e-07
4.76885681858287e-08
1.69147859026633e-07
0
8.01409244001779e-09
1.62345881753777e-08
1.83260044004641e-07
0
0
0
0
1.75679097334748e-07
1.10677283778319e-07
8.4812746887264e-09
3.41694514996697e-09
5.0203388719995e-09
5.51359688159518e-08
1.47401919295044e-07
8.1982755453037e-08
5.99851690510573e-09
0
1.17319476345174e-09
0
0
0
0
0
0
0
0
0
0
0
2.17079806124643e-08
0
0
0
0
0
0
3.5063979971956e-09
0
0
3.66278360168093e-09
2.36439947092567e-08
0
1.16178261619652e-09
1.44106630971286e-08
0
2.17079806124643e-08
0
0
0
0
0
2.03807450151819e-08
1.69979998470519e-08
0
0
0
0
0
1.71313850816794e-08
1.08052194465888e-07
1.08052194465888e-07
8.09571476745973e-08
2.32549896434475e-09
8.09571476745973e-08
2.32549896434475e-09
2.32549896434475e-09
0
3.43612738089792e-09
1.38146688460373e-08
0
1.38146688460373e-08
0
0
0
0
0
2.90339740806541e-07
5.6427014469821e-07
9.13358214317433e-07
3.68719828390702e-07
9.13358214317433e-07
3.68719828390702e-07
2.03966862058536e-07
1.49868502249753e-08
2.79142738099199e-07
1.80834308384588e-07
2.35933170370344e-07
8.00289362087351e-08
4.84021665509747e-07
4.0102196544619e-07
5.6427014469821e-07
9.11051152048861e-09
0
3.68719828390702e-07
1.31748462107607e-07
1.01058942322241e-07
2.76702693276335e-07
9.43575575702085e-08
3.320688074354e-07
5.82268345677325e-07
1.01058942322241e-07
1.01058942322241e-07
1.21241501334481e-09
3.34026467837129e-08
1.8458766777858e-07
